"mobile_bank","income","saving_account","treated","mobile_bank_new","CD_existing","CD_new"
1,105363,3528.82347091539,"No Offer",1,0,0
0,104228,33370.0161268289,"No Offer",0,0,0
1,118541,40784.6378682715,"No Offer",1,0,0
1,190720,106594.787925802,"Offer",1,0,1
0,160027,57272.0569703977,"Offer",0,0,0
1,171686,66181.0193749701,"No Offer",1,0,1
1,162914,45697.8965842071,"Offer",1,0,0
1,203004,84211.2130705657,"No Offer",1,1,1
1,176795,3113.56812010935,"Offer",1,0,0
1,0,3096.36504769861,"No Offer",1,0,0
1,163806,71735.7681013165,"Offer",1,1,1
1,157161,2757.0930769467,"Offer",1,0,0
1,117893,36464.825152507,"Offer",1,0,0
0,0,4072.50646639236,"No Offer",0,0,0
1,0,596.285992747248,"No Offer",1,0,0
0,0,3251.22599701215,"Offer",0,0,0
1,178024,70213.477784415,"No Offer",1,1,1
0,0,3951.3418497206,"No Offer",0,0,0
1,161187,101730.566702802,"No Offer",1,1,1
1,152734,43376.3631819931,"Offer",1,0,0
0,78832,32266.58112148,"No Offer",0,0,0
1,118412,46519.7014918723,"Offer",1,0,0
0,53350,18410.8889150231,"No Offer",0,0,0
1,0,3795.64592561817,"No Offer",1,0,0
1,167496,59424.2416615499,"Offer",1,0,1
1,128684,43537.155768434,"Offer",1,0,0
1,0,3410.99989720015,"Offer",1,0,0
1,209385,3211.9393510403,"Offer",1,0,0
1,120172,2653.47881302221,"Offer",1,0,0
1,157470,55147.671836168,"No Offer",1,1,1
1,199451,3092.74306366179,"Offer",1,0,0
0,197384,57521.4361623829,"Offer",0,0,0
1,199997,68145.7546989913,"No Offer",1,1,1
1,108935,38116.8519096538,"No Offer",1,0,0
1,0,2633.93796623722,"Offer",1,0,0
1,200596,82740.1011300784,"No Offer",1,0,1
1,7033,7132.54383491467,"No Offer",1,0,0
1,172649,59936.1668513312,"Offer",1,1,1
1,170360,83130.7346190045,"No Offer",1,1,1
1,271792,89945.9840194342,"No Offer",1,1,0
1,0,3066.01269759841,"Offer",1,0,0
1,110638,43949.5167052968,"Offer",1,0,0
0,131139,2619.17389168093,"No Offer",0,0,0
0,188164,107205.333735179,"No Offer",1,1,0
0,0,3100.48343544064,"No Offer",0,0,0
1,196018,81091.7714187451,"Offer",1,1,1
1,2732,4100.35225547916,"Offer",1,0,0
1,0,1249.0749735071,"No Offer",1,0,0
0,166398,1200.6921252856,"Offer",0,0,0
1,172529,1170.62516480096,"Offer",1,0,0
1,129696,3400.18000053171,"Offer",1,0,0
1,128206,2906.28943225993,"Offer",1,0,0
1,93995,34102.4645858735,"No Offer",1,0,0
1,180316,84166.2870109142,"No Offer",1,1,1
1,157931,2326.95909677206,"No Offer",1,0,0
1,180664,79848.5878283996,"Offer",1,1,1
1,90022,3475.08002653247,"Offer",1,0,0
1,175565,64806.6054199637,"Offer",1,1,1
0,202328,103847.710228051,"Offer",1,1,0
1,0,3212.38713093886,"Offer",1,0,0
0,170828,115013.371011922,"No Offer",0,0,0
1,151320,3302.94509952916,"No Offer",1,0,0
1,128187,50893.7980770789,"No Offer",1,1,0
0,128586,75251.0210632074,"No Offer",1,0,0
1,193994,60097.1057107086,"No Offer",1,1,1
1,0,3314.16864750042,"No Offer",1,0,0
1,3740,3069.68824801708,"No Offer",1,0,0
1,194699,60575.7953678141,"No Offer",1,1,1
1,135458,975.28545171993,"Offer",1,0,0
0,0,3007.93085179666,"No Offer",1,0,0
0,79833,54489.4400661552,"No Offer",0,0,0
1,0,3381.25254199421,"No Offer",1,0,0
0,220999,94228.323315416,"Offer",0,0,0
0,0,4336.0414084562,"No Offer",0,0,0
1,0,3259.87995468164,"No Offer",1,0,0
0,0,2689.21763185226,"No Offer",0,0,0
1,142859,41153.6033451654,"No Offer",1,0,0
1,159797,2804.442297707,"No Offer",1,0,0
0,137778,34015.1212704578,"No Offer",0,0,0
1,182664,74008.458257931,"No Offer",1,1,1
1,153304,89074.0819596006,"No Offer",1,1,1
1,0,1480.52698694059,"No Offer",1,0,0
1,177592,88147.7960328727,"No Offer",1,0,1
1,17475,11789.4006515796,"No Offer",1,0,0
1,135843,3474.80105753581,"Offer",1,0,0
0,111575,58780.7405151636,"No Offer",1,1,0
1,190793,3416.49196854699,"Offer",1,0,0
1,87547,23782.185443748,"Offer",1,0,0
1,157393,3227.13724695118,"No Offer",1,0,0
0,4535,3090.01488537868,"Offer",0,0,0
1,192036,75546.9756990429,"Offer",1,1,1
0,115932,40643.0464994343,"Offer",0,0,0
1,0,2766.53164376879,"No Offer",1,0,0
1,199468,2200.55441346907,"Offer",1,0,0
0,186019,100493.687753092,"Offer",0,0,0
1,165990,70708.1411740107,"No Offer",1,1,0
0,137638,55810.6022865372,"No Offer",0,0,0
0,123202,53607.1080569108,"Offer",0,1,0
1,184980,3106.29044006142,"Offer",1,0,0
1,139655,43681.5474696102,"No Offer",1,0,0
1,168284,92789.8771683567,"Offer",1,1,1
0,136375,53201.0127589961,"No Offer",0,0,0
1,115794,43646.4328291052,"Offer",1,0,0
1,152388,39365.1729118449,"Offer",1,0,0
0,194390,2677.20530866555,"No Offer",0,0,0
1,144710,3283.66301452042,"No Offer",1,0,0
0,164089,48189.8610833653,"Offer",0,0,0
1,171805,79615.9181594248,"No Offer",1,1,1
1,126104,62552.2573443457,"No Offer",1,1,1
1,118264,77244.2681795949,"No Offer",1,1,0
1,153717,3746.20133858276,"Offer",1,0,0
1,0,2262.47112549809,"No Offer",1,0,0
1,203739,49421.4674598259,"No Offer",1,1,0
0,128405,1756.68626233817,"Offer",0,0,0
1,152240,73468.9467198068,"No Offer",1,1,1
1,195746,75581.4718214244,"No Offer",1,1,1
0,133842,45936.7910343851,"Offer",0,0,0
1,0,3198.94190905804,"Offer",1,0,0
1,128347,32369.9432178002,"No Offer",1,0,0
1,205002,110235.073788419,"No Offer",1,0,0
1,162009,48522.4378901751,"No Offer",1,1,1
1,95490,45002.0973064117,"No Offer",1,0,0
1,139160,50186.0151333524,"Offer",1,1,1
1,147379,60351.0275654997,"No Offer",1,1,1
1,117799,44991.8933719112,"No Offer",1,0,0
0,140101,71519.1135138799,"Offer",0,0,0
1,0,1837.88978185302,"No Offer",1,0,0
0,0,2997.43477382231,"No Offer",0,0,0
1,134620,48781.5260107314,"No Offer",1,0,1
1,161232,61400.2900672114,"No Offer",1,0,1
1,165128,56515.0658241996,"No Offer",1,1,0
0,189723,99328.6821507564,"No Offer",0,0,0
1,158840,3801.57994479965,"No Offer",1,0,0
1,127828,38855.3185783318,"No Offer",1,0,0
0,123015,51202.575119205,"No Offer",0,1,0
1,0,3615.72414145279,"No Offer",1,0,0
1,92855,42254.5757607901,"No Offer",1,0,0
1,150165,70436.9945277066,"No Offer",1,1,0
1,130656,53955.797014619,"No Offer",1,1,1
1,140020,55496.5373018175,"Offer",1,1,1
0,0,2862.38166457563,"No Offer",0,0,0
1,176181,68664.6280390241,"Offer",1,1,0
0,141047,58106.4919225761,"No Offer",0,0,0
1,128827,57083.8141675075,"No Offer",1,1,1
1,127061,1167.07712502066,"Offer",1,0,0
1,6979,6044.76428109373,"No Offer",1,0,0
1,145223,1593.49346100388,"No Offer",1,0,0
1,140238,48126.1332581869,"No Offer",1,0,0
1,0,2468.16597540632,"No Offer",1,0,0
1,146869,74444.6988910806,"No Offer",1,1,1
1,124753,39878.6580101036,"No Offer",1,0,0
1,186480,3108.91005703975,"No Offer",1,0,0
0,206771,3506.33197335192,"No Offer",0,0,0
0,96927,3514.04586138379,"No Offer",1,0,0
1,206126,80617.0214144079,"Offer",1,1,1
1,125693,64806.6178316848,"No Offer",1,1,1
1,155267,68712.840991655,"Offer",1,1,1
0,145897,77632.4712569199,"Offer",0,0,0
1,0,1103.9455435711,"No Offer",1,0,0
1,90639,3229.93526000903,"No Offer",1,0,0
1,211506,2546.07980211575,"No Offer",1,0,0
1,183821,45590.3662689053,"Offer",1,0,0
1,0,2569.57746251398,"Offer",1,0,0
1,0,2618.14319531245,"No Offer",1,0,0
1,95079,37260.7787819104,"No Offer",1,0,0
0,185712,86793.6305512961,"No Offer",0,0,0
1,100716,43761.3097628723,"Offer",1,0,0
1,240856,3036.43493745567,"No Offer",1,0,0
1,125423,45455.2058645218,"No Offer",1,0,0
1,0,3396.62900926927,"No Offer",1,0,0
1,0,3905.87361143535,"Offer",1,0,0
1,182425,68306.7442634743,"No Offer",1,1,1
0,126994,58077.3282657101,"Offer",0,0,0
1,0,4173.88470395903,"No Offer",1,0,0
0,155236,81945.45196213,"Offer",0,0,1
1,87482,21925.3329952111,"No Offer",1,0,0
0,150475,60156.5780414878,"Offer",0,0,0
1,137805,37960.5699707337,"Offer",1,0,0
0,137444,61665.2585111987,"No Offer",0,0,1
0,149898,2551.14553440082,"No Offer",0,0,0
0,110357,31068.9927328453,"No Offer",0,0,0
1,177986,128326.831170226,"No Offer",1,1,0
1,133814,35963.7790393989,"No Offer",1,0,0
1,211876,2830.61538684734,"No Offer",1,0,0
0,6293,5328.93237345834,"Offer",0,0,0
1,144236,995.392856819576,"Offer",1,0,0
1,0,2863.72209197203,"Offer",1,0,0
1,192060,69629.789514528,"Offer",1,1,1
1,118451,52075.9855330031,"No Offer",1,0,1
1,196344,96441.1488305061,"Offer",1,1,1
1,177655,80434.8305127874,"No Offer",1,1,0
0,195266,29898.1417941636,"No Offer",0,0,0
1,219313,94063.8586176115,"No Offer",1,0,1
1,198011,94965.7838230924,"No Offer",1,1,1
1,237808,539.224914000306,"No Offer",1,0,0
1,163408,76770.5787803706,"Offer",1,1,0
1,189999,3086.02982537296,"No Offer",1,0,0
1,210925,85672.0062831792,"No Offer",1,0,1
1,120346,63918.3997958059,"No Offer",1,0,1
1,186471,87867.8686659597,"No Offer",1,1,0
1,0,2934.53697229513,"No Offer",1,0,0
1,168955,2955.22892280161,"No Offer",1,0,0
1,179890,3711.84617968634,"Offer",1,0,0
1,135096,2252.71571140718,"No Offer",1,0,0
1,158709,30437.2983279496,"No Offer",1,0,0
1,208246,3237.48995632138,"Offer",1,0,0
1,126242,66364.4527093346,"No Offer",1,1,0
1,183646,81482.627809901,"No Offer",1,0,1
1,156182,46516.1895447142,"Offer",1,0,0
0,148418,91966.8642277934,"Offer",0,1,0
1,170362,53608.6785602499,"No Offer",1,0,0
1,134701,58240.7659899373,"Offer",1,0,1
0,208327,91291.3212570704,"No Offer",0,0,0
1,164710,59461.0449085914,"No Offer",1,1,1
1,100789,43699.0606503512,"No Offer",1,0,0
1,0,4046.3058005304,"No Offer",1,0,0
1,171018,95235.6452146707,"No Offer",1,1,1
1,131261,50572.6312274834,"No Offer",1,0,0
1,175913,95649.2405767157,"No Offer",1,1,1
1,95819,44406.0694161337,"No Offer",1,0,0
1,130147,55069.011845447,"No Offer",1,1,1
1,253272,122813.501408813,"Offer",1,1,0
1,143155,71854.9267492166,"Offer",1,0,1
0,66628,32625.262235557,"No Offer",0,0,0
1,170614,83064.3968365959,"Offer",1,1,1
1,169674,61861.8010448299,"No Offer",1,1,1
1,124447,46578.1219867302,"No Offer",1,0,0
0,143695,71990.308454507,"Offer",0,0,1
0,0,2357.29818767784,"Offer",0,0,0
1,156834,77400.3795067553,"No Offer",1,1,1
1,0,4053.13701644218,"Offer",1,0,0
1,244177,179625.570248501,"No Offer",1,0,0
1,171253,56768.522336564,"No Offer",1,0,1
1,0,2846.29536701095,"No Offer",1,0,0
1,157675,93650.2382050768,"No Offer",1,1,1
1,116628,40229.9245199086,"No Offer",1,0,0
0,147259,71854.8764796244,"Offer",1,0,0
1,0,968.297949600171,"No Offer",1,0,0
1,141341,30173.5768570509,"Offer",1,0,0
1,183860,62803.0412827924,"No Offer",1,0,1
1,153750,71766.3203918757,"Offer",1,0,1
0,154562,53665.5584460247,"Offer",0,1,1
1,0,2807.85345251684,"No Offer",1,0,0
1,139771,44240.8787388777,"No Offer",1,0,0
1,151050,40104.9546142189,"No Offer",1,0,0
1,134133,77848.266812045,"No Offer",1,1,1
1,135936,50982.9740048753,"No Offer",1,0,1
0,177375,72092.5446089431,"No Offer",0,0,0
1,163951,34306.6765386527,"No Offer",1,0,0
1,187250,75521.62604405,"No Offer",1,1,0
1,152167,92841.3001169572,"No Offer",1,1,1
1,113189,34578.5040339761,"No Offer",1,0,0
1,116758,58562.1254583522,"Offer",1,1,1
1,142935,59344.4375987369,"No Offer",1,0,1
1,196207,3310.77999919866,"No Offer",1,0,0
0,125150,47475.3348881667,"Offer",0,0,0
0,109276,2957.08280949941,"No Offer",0,0,0
1,194514,69325.5176839588,"Offer",1,1,1
0,156050,87704.1857348809,"No Offer",0,0,0
1,157454,31513.011934093,"No Offer",1,0,0
1,182523,96715.5245882911,"No Offer",1,1,1
1,138711,72082.7428001869,"No Offer",1,0,1
1,153403,2660.43637168821,"Offer",1,0,0
1,116886,41078.8758556067,"Offer",1,0,0
1,195926,38977.9750145657,"No Offer",1,0,0
1,151750,65082.6769481976,"Offer",1,0,1
1,161823,2883.39797886269,"No Offer",1,0,0
0,174991,40231.792414649,"No Offer",0,0,0
1,144034,57459.0487533754,"Offer",1,1,1
1,189076,3191.15395688118,"No Offer",1,0,0
1,135876,50653.1964620769,"Offer",1,1,1
1,206650,100871.206857621,"No Offer",1,1,1
1,115813,58067.0813857918,"No Offer",1,1,0
0,147755,75973.5228219381,"Offer",0,1,0
1,118066,33136.0055726671,"Offer",1,0,0
0,113694,48482.3986978551,"Offer",0,1,0
1,27868,13044.5695194954,"No Offer",1,0,0
1,0,3342.65978790131,"Offer",1,0,0
0,117856,2472.90120292091,"No Offer",1,0,0
1,136308,59919.4144607226,"No Offer",1,0,1
1,0,3027.03927742965,"No Offer",1,0,0
1,132661,2814.29474135376,"Offer",1,0,0
1,142801,40353.93854273,"No Offer",1,0,0
0,141235,38151.6186938784,"No Offer",0,0,0
1,136065,3000.15608818888,"No Offer",1,0,0
1,0,3213.82142970354,"No Offer",1,0,0
1,0,3165.66812397042,"Offer",1,0,0
1,0,3078.78880696456,"Offer",1,0,0
1,172954,77683.2411167906,"Offer",1,1,1
1,142477,77232.1766138165,"Offer",1,1,1
0,124663,2583.56344325005,"Offer",0,0,0
1,153034,55891.4988011827,"No Offer",1,1,1
0,141109,3199.34474869127,"No Offer",0,0,0
0,0,3938.9374360916,"Offer",0,0,0
1,128594,3558.10202998372,"No Offer",1,0,0
1,182540,83996.4911275759,"No Offer",1,0,1
1,0,3498.98574769177,"No Offer",1,0,0
1,210582,2766.21983610243,"Offer",1,0,0
1,112226,20164.9832885335,"No Offer",1,0,0
1,0,2333.26109135363,"Offer",1,0,0
1,154390,3506.39879549427,"Offer",1,0,0
1,228494,125450.128961991,"Offer",1,1,1
0,235903,89983.8176978466,"Offer",0,0,0
1,201886,90899.4866501788,"No Offer",1,0,0
1,165781,66271.5272737112,"Offer",1,0,1
1,167954,65942.7375426487,"No Offer",1,1,1
1,185925,110490.413813954,"Offer",1,1,1
1,189696,59992.1053818147,"No Offer",1,1,1
1,165322,60256.5674800628,"No Offer",1,1,0
1,120141,40079.3567119553,"No Offer",1,0,0
1,119292,2663.98035571472,"No Offer",1,0,0
0,172722,2877.69057410437,"No Offer",0,0,0
1,179687,31752.29298425,"No Offer",1,0,0
1,146812,61077.248707414,"No Offer",1,1,1
1,158654,2265.56007427755,"Offer",1,0,0
0,125610,2487.78042222547,"Offer",0,0,0
1,204790,62656.6386948633,"No Offer",1,1,1
1,125628,44558.487794669,"Offer",1,0,0
1,89982,23780.2768726387,"Offer",1,0,0
1,156251,87861.8083659461,"Offer",1,1,1
1,119819,56126.5107098657,"Offer",1,0,1
1,165753,86427.6388229814,"No Offer",1,1,1
1,0,2544.76664421612,"No Offer",1,0,0
1,137086,43958.7533047835,"No Offer",1,0,0
1,6192,5615.32510410022,"No Offer",1,0,0
1,202320,68685.0937348249,"Offer",1,1,1
1,154215,2879.26931004886,"No Offer",1,0,0
0,0,2871.37370151261,"No Offer",0,0,0
1,140206,66371.1383422233,"Offer",1,1,0
1,116074,59667.1978075615,"No Offer",1,1,1
1,165700,73417.0064848949,"No Offer",1,1,1
1,116554,45495.0559109506,"Offer",1,0,0
0,153897,52491.0900638923,"No Offer",0,1,0
0,246484,2722.00288343463,"Offer",1,0,0
0,0,3867.96248600618,"No Offer",0,0,0
0,191702,97562.046015886,"No Offer",1,0,0
1,139911,34199.96609858,"No Offer",1,0,0
1,146056,2624.83819038217,"No Offer",1,0,0
1,0,2604.61909380502,"No Offer",1,0,0
1,187006,80023.23173628,"No Offer",1,0,1
1,174048,1331.44386425191,"Offer",1,0,0
0,0,2676.96716278969,"Offer",1,0,0
1,101898,40828.0344617928,"Offer",1,0,0
1,161499,91929.1587709965,"Offer",1,1,0
1,129736,84440.0893609752,"Offer",1,0,1
0,142984,54378.8204166932,"No Offer",0,0,0
1,130563,40273.5148666648,"Offer",1,0,0
1,126424,54458.5231660155,"No Offer",1,1,1
1,157907,19977.4155116447,"No Offer",1,0,0
1,161617,67132.4237514865,"Offer",1,1,0
1,178317,82169.8829542401,"No Offer",1,1,0
1,0,1090.84127856727,"No Offer",1,0,0
1,157663,2659.82077507899,"No Offer",1,0,0
1,129691,63516.3841669911,"No Offer",1,1,0
1,200211,61616.8733469252,"Offer",1,1,0
1,119864,49702.9212441966,"Offer",1,1,1
1,0,2256.41249906017,"No Offer",1,0,0
1,151803,2596.48380642236,"No Offer",1,0,0
1,150762,43513.1616064757,"Offer",1,0,0
1,173072,53748.5809390256,"No Offer",1,1,1
0,108481,45995.1676323007,"No Offer",0,0,0
1,152598,46118.6757172398,"Offer",1,0,0
1,152338,47053.9625091914,"No Offer",1,0,0
0,0,2540.39789375964,"No Offer",0,0,0
1,93516,46176.1709030048,"No Offer",1,0,0
1,76724,38492.0744109326,"Offer",1,0,0
1,0,2854.50127104106,"No Offer",1,0,0
1,0,2791.02269919219,"No Offer",1,0,0
1,132019,74610.1881979754,"Offer",1,1,1
1,145827,49033.4701491699,"No Offer",1,1,0
0,187919,3622.06464630934,"No Offer",0,0,0
1,0,3178.0288897436,"Offer",1,0,0
0,143308,2974.7415507768,"Offer",1,0,0
0,0,3721.66663288945,"No Offer",1,0,0
1,134267,57581.65881758,"No Offer",1,1,1
1,205800,68537.264141902,"No Offer",1,0,1
1,125891,58929.1513744737,"No Offer",1,1,1
1,0,3381.03821230964,"No Offer",1,0,0
1,189672,77308.6502791731,"No Offer",1,1,1
0,0,3544.13646229209,"No Offer",0,0,0
1,132251,52155.0462699112,"No Offer",1,1,1
1,99841,39476.238934799,"Offer",1,0,0
1,170694,97403.8849744099,"No Offer",1,1,1
0,185400,34396.9477948483,"No Offer",0,0,0
1,200928,91761.065309792,"Offer",1,0,1
0,184332,96984.4833001451,"No Offer",0,1,0
1,0,3612.92548979572,"No Offer",1,0,0
1,198064,62031.0567357093,"No Offer",1,1,1
1,174781,105659.065238395,"No Offer",1,1,1
1,7894,1132.06941770508,"Offer",1,0,0
1,159746,2746.49407308521,"No Offer",1,0,0
1,125449,61538.4646490137,"No Offer",1,1,1
1,118066,38567.8163300485,"No Offer",1,0,0
1,159326,60083.8506394671,"No Offer",1,1,1
1,36913,3503.65329356432,"No Offer",1,0,0
1,0,736.902297654196,"Offer",1,0,0
1,201521,68735.6470246717,"Offer",1,1,0
1,222998,108443.44141599,"No Offer",1,1,0
0,141160,65681.1441483021,"No Offer",0,0,0
1,0,2549.75985404064,"Offer",1,0,0
1,196658,62800.2892854186,"No Offer",1,0,0
1,215050,90114.8071441165,"No Offer",1,0,0
1,150904,61097.5755142161,"No Offer",1,1,1
0,163165,33549.0538228861,"Offer",0,0,0
1,148448,59036.9909300182,"No Offer",1,1,1
1,132109,77844.2135164536,"No Offer",1,1,0
1,210784,1745.73311263947,"Offer",1,0,0
1,187154,83087.1978974418,"No Offer",1,1,1
1,168643,42714.3522401377,"Offer",1,0,0
1,208736,73291.9104454507,"No Offer",1,1,1
1,276376,136306.27927853,"No Offer",1,1,0
1,0,2406.87678722022,"Offer",1,0,0
1,156571,77638.168016914,"No Offer",1,0,1
1,0,2100.7108529548,"No Offer",1,0,0
0,0,2306.3722691107,"No Offer",0,0,0
1,130023,49328.8455549132,"No Offer",1,1,1
0,0,1306.07379450617,"No Offer",0,0,0
1,179883,68773.5514708625,"No Offer",1,1,1
1,218930,103611.179987119,"Offer",1,1,0
0,195850,73811.4186666665,"No Offer",0,0,0
1,214271,82612.4670084951,"Offer",1,1,1
0,64904,32626.494356227,"No Offer",0,0,0
1,0,3046.48901785169,"No Offer",1,0,0
1,152224,64293.2042336044,"Offer",1,0,1
0,136375,3073.03662299423,"Offer",0,0,0
0,173751,61883.4800758118,"Offer",0,0,0
0,198963,35162.6373016142,"No Offer",0,0,0
0,0,765.032302619931,"No Offer",0,0,0
1,95374,41264.4310551152,"Offer",1,0,0
1,8896,6523.01542444138,"Offer",1,0,0
0,178521,85449.8716282311,"No Offer",0,0,1
0,161659,50513.6103964622,"Offer",0,0,0
1,173306,53103.8737440148,"Offer",1,1,1
1,135322,51261.5861529889,"Offer",1,1,0
1,147632,53283.2286382964,"No Offer",1,0,0
1,59949,25577.1993468743,"Offer",1,0,0
0,135476,37552.9973587616,"Offer",1,0,0
1,96459,25633.7817246898,"No Offer",1,0,0
0,128432,66188.7736594646,"Offer",0,0,1
1,175751,54155.756309543,"No Offer",1,1,0
1,0,3884.36831153829,"No Offer",1,0,0
1,222327,3463.53617713257,"No Offer",1,0,0
1,214211,2419.66364889396,"No Offer",1,0,0
1,170091,94845.1252997362,"No Offer",1,0,1
1,94325,42988.2039459515,"Offer",1,0,0
0,167213,2948.61166505753,"No Offer",0,0,0
1,172597,75656.8261776567,"Offer",1,0,1
1,0,2624.83103618626,"No Offer",1,0,0
1,144755,67645.656118367,"Offer",1,0,1
1,162074,22307.5726937295,"Offer",1,0,0
1,237028,128644.886015329,"Offer",1,1,0
1,129373,36178.0472731309,"No Offer",1,0,0
1,0,3854.21170295581,"No Offer",1,0,0
1,0,3107.41103994291,"No Offer",1,0,0
1,0,2927.02543929604,"No Offer",1,0,0
0,140965,40752.4455019332,"No Offer",0,0,0
1,6443,3828.80821229431,"No Offer",1,0,0
1,232131,73166.8931717349,"No Offer",1,1,0
1,0,705.428955570349,"Offer",1,0,0
1,133084,1202.24220044464,"Offer",1,0,0
1,127313,61068.1054977948,"Offer",1,1,0
1,0,3181.72575114915,"Offer",1,0,0
0,156133,72221.0614425279,"Offer",0,1,0
1,162174,25423.869394803,"No Offer",1,0,0
1,200625,125932.972332898,"Offer",1,0,1
1,198478,852.133340085709,"No Offer",1,0,0
1,151431,73007.1393994024,"Offer",1,1,1
1,0,3694.52799813408,"Offer",1,0,0
1,179018,3261.29482453999,"No Offer",1,0,0
1,174725,57102.1407724821,"No Offer",1,1,1
0,0,3147.97081888872,"No Offer",0,0,0
1,0,3008.6649023921,"No Offer",1,0,0
1,130125,48193.3668727938,"No Offer",1,0,0
0,0,2972.98036918904,"No Offer",0,0,0
0,231547,3927.07612454344,"No Offer",0,0,0
0,9530,7967.84479740465,"Offer",0,0,0
1,0,3212.94317928159,"No Offer",1,0,0
1,187213,110442.558671756,"No Offer",1,1,1
1,210626,87869.0240844928,"No Offer",1,1,0
1,124137,60789.4460825278,"Offer",1,1,1
0,148352,3195.84913820418,"No Offer",0,0,0
1,177678,59204.9529036221,"No Offer",1,1,1
1,0,3347.54294640259,"No Offer",1,0,0
1,185607,2542.01513760279,"Offer",1,0,0
0,137378,2262.04075716062,"No Offer",0,0,0
1,137774,59618.718358114,"No Offer",1,1,1
1,156559,85033.4247706052,"Offer",1,1,1
1,206108,74012.5130481598,"Offer",1,0,1
1,148601,3057.00337137309,"Offer",1,0,0
1,112968,47551.5321417976,"No Offer",1,0,0
0,173912,3338.03033920007,"No Offer",0,0,0
1,99862,31896.9558912371,"Offer",1,0,0
0,164218,55011.51237614,"No Offer",0,0,0
1,167564,3822.24179427893,"Offer",1,0,0
1,125145,36865.230794658,"Offer",1,0,0
1,190776,96550.9342838597,"No Offer",1,1,1
1,169095,87862.6088118727,"Offer",1,1,1
1,212056,80836.3131433133,"Offer",1,1,1
1,161329,81872.6773307426,"No Offer",1,1,1
1,165214,67432.4957281176,"No Offer",1,1,0
1,221009,83570.4521884126,"Offer",1,1,1
0,95573,2537.63874556121,"No Offer",0,0,0
1,179894,83356.900381877,"No Offer",1,1,1
1,144663,3093.73719269761,"Offer",1,0,0
1,179442,76376.2708952689,"No Offer",1,1,0
1,107399,43321.8571136345,"No Offer",1,0,0
0,0,3962.55117932341,"No Offer",1,0,0
1,198233,68440.7302784469,"No Offer",1,1,0
1,120904,45929.6746859207,"No Offer",1,0,0
1,116718,52965.5494119475,"Offer",1,1,1
1,151352,49711.7334808854,"No Offer",1,0,1
0,174326,69882.5447838331,"Offer",0,0,0
1,161181,64632.0674368359,"No Offer",1,0,1
1,171323,63627.9632296293,"Offer",1,1,1
1,184725,3179.58986594636,"No Offer",1,0,0
1,0,3219.6972869053,"No Offer",1,0,0
1,157038,83399.3114314889,"No Offer",1,1,1
1,216683,112367.010195545,"Offer",1,1,1
1,131499,59358.7710579934,"No Offer",1,0,1
1,0,3509.26730859343,"No Offer",1,0,0
1,234820,2680.82928567426,"Offer",1,0,0
1,214740,105194.825274797,"Offer",1,1,0
1,0,2183.89792447109,"Offer",1,0,0
1,123907,31684.1729061118,"No Offer",1,0,0
1,150218,87024.7895132323,"No Offer",1,1,1
1,176411,70826.5878614764,"No Offer",1,1,1
1,136298,64277.5915928183,"Offer",1,0,1
1,218124,51858.1619221356,"No Offer",1,1,0
1,123493,2980.92910184681,"No Offer",1,0,0
1,194534,56632.2670781478,"Offer",1,1,1
1,152888,59067.7258311924,"Offer",1,1,0
1,95699,3068.51501837291,"No Offer",1,0,0
1,200308,78324.2395625338,"No Offer",1,1,0
0,150003,86441.8759838592,"Offer",0,0,0
1,0,2217.08590801594,"No Offer",1,0,0
0,148756,72882.7947093709,"No Offer",0,1,0
1,85440,2651.53662720975,"No Offer",1,0,0
1,193227,64186.4676005139,"Offer",1,1,1
1,195041,80141.7263493159,"Offer",1,1,1
1,64992,36478.2414988117,"Offer",1,0,0
1,199449,70340.8657276605,"Offer",1,1,1
0,161388,85514.3788673123,"No Offer",1,0,0
1,0,2653.73823163488,"Offer",1,0,0
1,162393,57150.0811100825,"No Offer",1,0,0
1,178251,87546.5092616245,"Offer",1,1,1
1,177342,88635.0695231085,"No Offer",1,1,0
1,144897,54919.8191209516,"Offer",1,1,1
1,189512,46612.2868924602,"No Offer",1,0,0
0,164844,94200.3905138765,"No Offer",0,0,0
1,122647,55319.5408952699,"No Offer",1,1,1
1,158454,79199.8771414655,"No Offer",1,1,1
1,132568,58319.8568640933,"Offer",1,1,1
0,170735,61594.6153089091,"No Offer",0,0,0
1,131528,51413.7691986215,"Offer",1,1,1
1,150987,63215.7710955112,"No Offer",1,1,0
1,118451,48818.4043586078,"Offer",1,1,1
1,136917,2405.76178708011,"No Offer",1,0,0
1,128289,62421.8852480657,"No Offer",1,1,1
0,0,2389.8163304798,"No Offer",0,0,0
0,180099,3401.55119690049,"No Offer",0,0,0
1,137382,51078.4454018488,"Offer",1,1,1
1,120726,2900.47983632827,"No Offer",1,0,0
1,134739,52265.8150087082,"Offer",1,1,1
1,123211,40118.6582658205,"No Offer",1,0,0
1,0,3184.2205511073,"No Offer",1,0,0
0,202272,72611.9807168837,"No Offer",0,1,1
1,152490,61266.6873431485,"Offer",1,1,1
0,181970,88104.7764050557,"No Offer",0,0,1
1,40092,19976.7080787333,"No Offer",1,0,0
0,219698,83683.7047623535,"Offer",1,0,0
1,88134,37062.4440923161,"No Offer",1,0,0
1,116743,3086.3565764639,"No Offer",1,0,0
0,134273,3056.65526955633,"No Offer",0,0,0
